A,B,C,X
1.2926625164314105,0.82153961801188,-0.6462186120897172,2
-1.2486278214714852,-2.2177691155851313,2.595176382701972,1
0.5883030382411474,-1.813695665931639,-2.7210842936950153,0
1.8521807884053145,2.447664256349941,-3.064174284448178,2
-1.2564719544760572,-2.610178656455847,2.4172421753875524,1
1.1161465079542845,-1.2724256332563324,-1.1666719891212858,0
1.2242451215352501,-3.80826941349531,-0.750006878639045,0
-1.8152108266648896,-2.8378348635222985,-1.1921334298115736,0
2.3256383038084563,-2.5183075059291262,-2.20988869758979,0
2.661815133613059,1.6472977800784112,-1.5575411178441168,2
-0.5021984689089796,-2.050152700636019,-1.257289564515166,0
-1.0108589405148884,-1.1003106677920456,2.4089303252718537,1
-0.9609171890178557,-1.1568212424571496,0.6933779611799629,1
0.6586679938573347,0.07101261588746977,-1.1768227900843564,0
-2.829477880516099,-0.2763990322507812,-1.1669447393006604,0
3.1005374322338124,2.050673014651681,-3.120753986851132,2
1.5671900512625003,-2.9564739429870723,-0.8291751866787227,0
1.2638482292010313,0.672270094365361,0.06638625042593471,2
-1.3036998108809505,-1.2735693134151211,1.5138371150816068,1
-2.2060499363024797,-2.6517890030051188,2.4537539929104533,1
-0.9192804749948225,-1.2236052109520654,-0.41859145070783743,0
-2.47792555538357,-2.7054930364224603,1.4986476783762093,1
1.3989639117687038,1.8539986694068111,-2.4497402793628336,2
-1.086710478478478,-0.810028964683828,-0.5181967463396612,0
2.1033415319365707,-2.460432298532245,-1.9272754761273911,0
-1.652512786554974,-0.4902533355834673,0.3360127592500688,1
4.290328629746657,2.3339242380579828,-3.210263108210046,2
1.5411342737146665,-0.04237549695665255,-1.8059100278562066,0
-2.5440178984142356,-3.5412083718187755,-0.8254019687243817,0
-0.8928751436639064,-1.1496661672810986,-2.467456936996325,0
-0.577001638779918,-2.7793163477093086,-3.0414358227566582,0
-1.726794001620645,-1.8025075899701737,-1.6881921425272794,0
0.8452782030012033,-1.687484909217107,-0.7364121850585145,0
0.3920644679245233,-0.5673564235978176,-0.3944311902814339,0
2.041450494894626,-0.30684409314637096,-1.8305526091212916,0
-1.469091093289861,-1.8719222226040975,1.4721046398800948,1
-2.8079412084070383,-0.13810256238878038,-1.1401742413082376,0
0.08340065661743279,-1.3400321009360585,-1.2839300408236567,0
1.0521691270502878,-2.039832944205464,-1.2764677068355617,0
1.2983460927914716,-2.0462433557627944,-0.7736007918169663,0
1.4604229912250217,1.64296073996876,-1.9793472550405857,2
2.6996056776805935,-2.961190878357153,-1.7454429194741512,0
3.5202727840088874,1.2757365389925375,-1.5240913935480316,2
1.630338318734698,2.0101728395396234,-1.9233167483063789,2
-1.4023792014390473,-1.7418742710544806,1.404487523019598,1
1.7008536564487047,2.04721180288632,-2.607446375701869,2
1.5479379008248606,-2.484956767766962,-0.9376340894700722,0
-1.9844835934350942,-1.2500845801544869,1.8589342847019357,1
-0.14119370447747626,-2.848808371948156,-1.291447610497267,0
1.6242704044115106,2.203311817201044,-2.971445678719159,2
-2.9203778744509243,-0.0606644846704143,-0.922589777424412,0
0.983521239107727,-2.9229654539592387,-0.9453536874467132,0
2.3994249867612942,-2.9306282091353335,-1.9940649574406053,0
2.0642187377229915,1.578596764536018,-2.2041871565100664,2
-1.9566001478832875,-0.23160040901063406,-0.6630671947378206,0
-0.8703911514790087,-1.0109963260595016,-1.320149135961865,0
-0.30739547132603007,-1.616633683018053,2.2273198275840125,1
-2.0185964458871744,-0.6494764788374331,-0.8605232925493396,1
-2.601551219624723,-2.419793647241768,0.8354414359960026,1
-0.016872307584416824,2.5218617919072877,-3.1681866101664733,2
1.5030248485447124,-3.899802953261476,-0.7042496461163923,0
-1.4914240591469392,-0.651163323722139,-0.697400327148525,0
-0.33932852764906674,-0.013643726325134553,-0.27071202478787515,0
2.669798043411097,2.1846022606487057,-3.1770278456712244,2
1.7518119790211457,-0.9794234357877496,-2.601837193920744,0
-1.1368768367079802,-1.8226651709311104,2.217132952113319,1
2.51853549275161,-1.135178592930759,-2.9991693926355367,0
-1.2231843931290762,-2.2487784672240707,2.8576078572002235,1
1.083714303980146,-2.495037286334079,0.39651828076606277,0
2.2932616391343004,-2.5931715780263387,-2.051509037992921,0
1.9884236314915165,-0.8633343125612875,-2.247150168418509,0
-0.7351859520203582,0.0772578054094264,2.013599265417055,1
-1.9565601574418012,-0.9928288176948746,0.6351301543065953,1
1.9891905383689577,0.09348494415298636,-2.8402576272275204,0
-3.2114621138121415,-2.1045364934100075,-2.400723923044489,0
2.4728224189225827,1.5266716020884536,-1.6475083986045396,2
1.13771959906016,0.8343996102007236,-0.3854187793984172,2
1.3824569317723734,-2.6939897658731087,-1.2598575124844518,0
1.1503287918274898,-2.246950248057259,-0.6324636421197669,0
1.432003466024054,-0.7874716256410442,-1.5378156171742305,0
-1.1231672731860487,-0.823951993771089,0.9078930991069474,1
2.0624247455713944,-0.8858927873648648,-2.7856562564630742,0
0.6016441387447293,-1.8615768924364704,-0.36626490885955,0
0.6562475203404529,-1.3713164928933252,-0.4097163022954915,0
-1.6604115878981236,0.6617818140530862,-1.073647000052698,0
1.6994752122268069,-2.377293067990027,-1.7314199109544448,0
1.2128279971443463,2.296734284241946,-2.961692271050005,2
-1.6627451729447997,-0.35321738987912465,1.0254754164381872,1
0.9143819568936196,2.4216365739280135,-2.8416717136792013,2
-1.9999780425115063,-0.5881847720368969,-1.8034717153056707,0
0.6346884212355484,-0.4171090847607135,-1.2631211909898934,0
-1.5786498027600337,-2.0492464259611713,2.577684278530711,1
0.9157483560219926,2.4796131074214958,-3.285875865413003,2
2.650774360792756,2.2737370871754874,-2.7095900578848076,2
-1.5404516994023416,-2.4930481102904207,-2.131095957835507,0
-1.5583582813104537,-1.510362120289801,1.9136131418238853,1
-1.5053446338435053,-1.2851117182933944,1.044567141228817,1
0.8103360164777057,1.8506285422297082,-1.466699678605965,2
1.2147577847145188,-2.95086196730555,-1.2117641227552178,0
1.795956530768091,1.294873420594657,-1.1602342338435934,2
-0.7260981071374767,-2.0801972563009397,-1.5296763504496198,0
2.133305479326485,1.7589574059801714,-2.3756886429736666,2
1.493196160683705,1.8467979649679587,-2.3472462475295046,2
1.12878766416395,1.6717751292399818,-1.8414522003133795,2
1.6452897750333486,-3.0395623189051384,-1.7610193460108075,0
-2.0350127031518785,-2.0946717866271785,-1.1989181690145698,0
1.7955179029189772,1.0296215111354456,-0.6125596239013182,2
0.6073936705427865,0.5791655880360302,-1.4433128251653211,0
1.7611478534566112,-2.2425306885436798,-1.6381500252885728,0
-0.7745479519819027,-0.4894113295305367,-1.9067130892247397,0
2.9406187852801504,2.715789079487174,-3.7787078281512763,2
-1.824907865408276,-0.4398934688349807,-1.768192897630793,0
-1.856874056448181,-0.45293158959652535,0.07238971971997077,1
0.7068655579503715,1.9657792036961537,-2.3245479498505786,2
1.7070562945142997,-1.3571478080260306,-1.8121448280862302,0
3.1476281284344987,2.045320441562001,-2.5693232478324886,2
-1.3378466293957634,-1.9426039727309192,-0.22407005669734792,0
1.357845046279602,2.7097562563935336,-2.9785830368451602,2
-1.8109639986706156,-0.5500748875511587,-0.5072176849137331,1
0.9371821289785162,-1.084340479700353,-0.9456383395077848,0
-0.11398206681295697,2.267211622791175,-3.1084691266208706,2
-2.1437478136191404,-3.8197852502078136,2.7159279549206974,1
-2.7317220582002646,-1.526016661173209,0.14507333220906227,1
1.8651680705944038,-0.7198413083503775,-2.7984986711916675,0
1.663780328744597,1.0109220971763218,-0.2510095628100151,2
-2.2105900943742123,-2.5359592064352947,-0.9124639630313471,0
-2.3783256542745126,0.3657520962540932,-1.516531527968602,0
-1.6412614453409593,-1.5061397467078768,1.8785676277121413,1
-0.7234511040086145,0.17396856214078227,1.3705044223868388,2
2.6490468034276855,1.8211197957614438,-1.9807793221410215,2
-1.4509032974312002,-2.1880183516776524,-0.8686143145091366,0
2.201902609518382,1.6778215625258617,-0.9011465938299534,2
-1.0395748032118284,-1.3059763833456175,1.8734228026770208,1
-0.8915633255287188,-0.9052420883023203,2.4671164460720876,1
0.2573353014565325,-1.2231947428843242,0.15471885837203492,0
3.181152361576731,0.9008775851574929,-0.9613409485566046,2
1.4655431107092218,-0.16345183704224375,-1.5710632432525644,0
1.3058435517039035,-1.4367103481404742,-1.5276105485793334,0
-3.0618405379373534,-2.0446526789349866,-1.2971008785343812,0
1.28421263801156,-3.213599030583409,-0.8502421503123886,0
1.5932385147581967,2.131717855867228,-2.968237489177518,2
-1.634068548504272,-2.658922717622489,3.093175941349182,1
-1.788080035749088,-0.8645380814809354,0.19086608300738317,1
-1.5423764818763102,-2.099220929318512,-1.2612753948443598,0
-0.5473339543106663,-0.9248888249019575,0.9666965453008157,1
0.7019706288852975,1.6675950815046547,-1.3841477012775227,2
-1.519780009596948,-1.2195810298232201,1.5809793418390592,1
-0.22223917731936438,-1.5895547181227994,3.4807785651891567,1
3.4091400483408174,1.670746720763141,-2.2764076466610956,2
1.2329202295344341,2.06347482909802,-2.4508286660262346,2
1.555023597242917,0.8475979786111558,-0.24361744617336067,2
1.6254588369599288,-0.9427245826686961,-2.038545173687357,0
-2.747079940173923,-0.15564115630708697,-2.0195927096580264,0
0.815202517161089,1.4187049960974534,-1.6370269749909792,2
1.8958951611652515,1.3821656906644328,-1.7471732811993832,2
2.5414551408856165,3.5577376084299166,-5.383322152003251,2
1.3112102509146941,1.008566889847915,0.024370592982253747,2
-0.3268850063015192,1.1587873031099614,-0.412625592959875,2
2.227277834042723,1.542694461634991,-2.046167835157175,2
1.9873134858407175,1.3631558393351486,-0.9388852944123008,2
-0.4880641174513949,-1.9767680539395749,3.1142960911128696,1
1.8655858190686345,-1.0548690214699548,-2.6279892189705754,0
-2.2161077633083095,-2.051804103217091,-1.9318801282087823,0
1.493382156553241,-2.194108551164128,-0.8188491503665717,0
2.543679076401679,-1.8161735517809374,-2.511126656901756,0
1.8910694543392732,0.8504619765431399,-0.4501166482059855,2
2.9961903439207456,-4.068320340822438,-1.8712119958088358,0
-1.3848286062931288,-0.6449382148348779,0.3267760977211043,1
0.5518749994367479,-0.06639825050063286,-0.5247260317557509,0
-1.1574675984404004,-1.4782322553912646,2.5909582833434586,1
-0.0393964054528384,0.02981341444165997,-2.1590926098827623,0
-0.9521464948027724,-2.3925365613054255,-0.8161944422317121,0
0.9858428053667584,2.3197959801211754,-3.3904262040449424,2
0.8047268864178072,1.7245102178513887,-1.7987674021334923,2
-3.823811757784999,-1.6336684181588648,-1.3199819236503558,0
-0.02727550363560005,1.7105194782551871,-1.5766153057376564,2
1.5525494483353655,-2.4983803278709886,-0.8897851949264244,0
2.1701049805077797,-1.5266092242275133,-2.322217255936247,0
-1.3286795867397985,-2.2056130350489855,-1.2130060736190882,0
2.055889204939259,-3.66190210227643,-2.42728329899939,0
-1.3406952954279492,-0.9063097205053752,1.1050254043512162,1
-0.7991204176539619,-1.1896497207369716,-0.529019512414039,0
-1.5825806831216869,-0.4645344187228866,0.054257780757284824,1
-3.276362304708942,-0.043880923914211056,-1.2654933313087462,0
0.1313544430221496,-0.008868294699992285,-2.0956189657214335,0
-1.5989190882309086,-2.3744761834499757,-1.0702321731852162,0
-1.154825577465136,-2.1006745732897185,2.8113975337355894,1
-0.056696550949909774,-0.14029552395572087,-2.136294078799028,0
-1.1817475262976678,-1.9356943303024723,1.3247037225743221,1
-3.048478409897573,-3.3993489143681934,0.9692968944732592,1
-2.1305899574769844,-1.5362924750333573,1.4323913617906423,1
-1.8539811275373517,-1.382192889989517,0.8544178657950628,1
-1.5611386583986953,-0.8662650473249736,1.4417756327382887,1
1.889170099944662,0.734487426982119,-0.4994631531863021,2
1.0176658380331571,-1.8300532566737218,-2.0476046848633604,0
1.804561627685162,2.8198836049943123,-3.9352220902186885,2
0.21546139780950857,-0.6426780836560736,-0.20835026519037636,0
-2.6809526380740927,-0.8869395455710954,-0.28830229987600386,1
1.847503208650857,2.0828446643250516,-2.7363337561561183,2
0.4622375247119632,1.7723886585683981,-1.9900732394673883,2
-0.22278686616579613,-1.9654158461724442,3.622705891659002,1
-3.6311921393406577,0.48748962376878513,-2.8203875308214608,0
-2.411096891289901,-1.4224984486206917,1.0124522035182966,1
1.0469814630646028,-1.9538473367023843,-0.8225579430129104,0
-1.983473525798859,-1.651160813484364,1.7326590764539256,1
-3.131582178045069,-1.1806603474574973,-1.1389115377362036,0
0.7959008480090577,0.23532769270238862,-1.8047009547360546,0
2.3539469105152078,-2.985827191082059,-2.231322462535789,0
-0.1252955874768047,1.756632744956625,-2.080228974805298,2
1.4882939734371694,-3.300783916459595,-1.4874132557056092,0
0.8743041149006969,-2.065963326390242,-1.5788444025181487,0
3.2316454883181707,1.0644674108168437,-0.9620829554764717,2
1.4534038578103756,-2.2463969214392057,-1.6161620572321196,0
-1.0786494836360296,0.7177016211833149,0.10652262903231913,1
3.0164417547963316,3.1319458987860944,-4.503954433550679,2
1.708608175208558,0.556359265827137,-0.48013602361893626,2
-1.3357740171461923,-1.0190682210075552,1.342841601623024,1
1.0992236131963975,-3.901097103497238,-0.21167736006838922,0
-3.504603868127145,-1.279073510838651,-1.6033927150768972,0
-1.7613885892760683,-2.116316775797047,1.5396128633937027,1
-2.43504939418714,-1.4666751349679608,0.5218437497948217,1
1.2380763536254227,-1.5081861651400061,-0.987820817908885,0
-2.1931460674356438,-1.013289136934509,-0.9997530904569113,0
