A,B,X
1.1531420164676223,-1.6019698284517125,1
-0.6478230764283639,2.9321386088673487,1
-1.0876837854257722,1.8018558084444032,0
-0.04452829891404031,2.7137730137232463,0
1.68123931762418,1.5561233266802605,1
-1.2083479799243038,-1.7788664832667247,0
1.5174702087676228,-1.532243437179523,1
1.3650539795728434,-1.7159486751766655,1
-0.08501469175712861,1.3161809953530619,0
0.707390917930353,1.8973304674602527,1
-1.1957516220995181,2.3946198732478114,0
2.036765724499051,0.8287643004728792,1
1.921643718303307,1.5263973109442763,1
-2.6696292969217685,0.8532134947168856,0
0.2387102270914958,-2.8004651724720517,1
0.9243379106102059,1.5541584104031885,1
1.1106811374489651,1.37250666515384,1
-0.2407994407041305,1.8579172331051343,0
-1.0226936762750751,-1.8077423763092073,0
-4.005964580471067,0.6922824000114447,0
-1.764189044677754,1.5789155454247799,0
-1.5431591641594151,-1.5314308875354508,0
2.9114188092678823,0.5765619688331708,1
1.7766732081771393,3.9693263084090527,0
2.4985522920699474,0.7806254867506024,1
-1.4201361886404362,-1.519868688413176,0
-1.5637948812821354,-0.724409031014219,0
2.226172406466912,-0.792222697435169,1
-1.1035710059973547,-1.9379060029492083,0
-1.1461750779767392,-2.3455269955465123,0
-1.2684503600598922,-1.7836583678156028,0
2.4971090265261187,-0.28839684690440603,1
-1.912645252815116,-0.5311273049701486,0
-1.279012172100864,-1.9671174476711213,0
2.4084893466707076,0.4955396703505208,1
2.94311694331011,-0.23320660756081701,1
1.5290043480514262,-1.6074713330116204,1
-1.613468278084089,-1.5640782902318413,0
2.582869535119085,0.6263957988254769,1
0.7925539135543601,1.6986600144355555,1
1.751546448448684,1.4852483884312564,1
-2.225992144641845,0.9185297919458861,0
1.684320958943145,1.4574857538954042,1
-1.215634340283689,-1.4483259010828007,0
-1.5315957266197922,-1.4909182652618733,0
0.993320137761353,1.6199067146083284,1
2.124218715335978,-1.0731979824996638,1
1.4364949986599151,-1.719959704862031,1
-1.5814547839390862,-0.7981058298511692,0
2.1796827037707094,1.139639057836589,1
0.23574116132173728,-2.7877340022987758,1
2.09489272204987,-0.9074611093476452,1
-2.9429899192222866,0.33525275832199886,0
-1.283615578707478,-2.0678064402809304,0
0.7773264109580473,-2.0730444105735,1
-1.4484177721118172,-1.3440860584066194,0
1.476904159736829,1.5985115476382048,1
0.21556370284408377,2.5029784853834047,1
-1.705439912078598,-1.2518135553089382,0
-1.4061364048787637,-1.2688942715213534,0
-1.625326592824116,-1.6712552491916361,0
1.9377318820798404,1.0972260541305663,1
-0.8824979863773503,1.961943125015324,0
-1.2864725107123038,1.8309857867582116,0
-1.0087797599128063,1.4665888177547934,0
0.9714083417773356,1.5500930006336375,1
-1.229717541089566,-1.8944023183999714,0
-0.8904079114332422,1.9527661825247886,0
-1.301313496822527,-1.8719508885580365,0
3.306830808444261,0.5043287915164827,1
-2.4648117200848203,1.2505614846160595,0
1.6748063924989696,1.1400084622674225,1
2.1297280109806627,0.7558831844636295,1
0.9732998120735217,-2.1540586029476954,1
-0.9732034436151416,1.9768450785255434,0
-2.0654523776974587,1.4179574576588554,0
-1.439843422562877,-1.3438987540950451,0
-1.2431456354190955,1.758615542750013,0
-1.2810469208825095,-1.4156250362807103,0
1.9019158020418445,1.3082316642703686,1
-4.869835284560689,-1.1852163038206753,0
-0.7569099346685775,2.701356031306293,1
-3.6397346773693835,1.0298017041798664,0
1.59149968767198,1.5558274210745309,1
-1.7149933360742682,-1.5666104044764921,0
0.3718133703482698,2.184763140598523,1
1.5283987529719725,-1.2333478916466296,1
1.1914864050221832,-1.9559635449549695,1
1.9274393937159213,1.0689963035240047,1
3.1176426718223658,1.0294976230374915,1
-1.4284594437842248,-1.9705589592467792,0
0.8719218143719027,2.122167119457492,1
-1.288718929190057,-1.9527954527871207,0
0.9031565793967042,-2.43670614513407,1
2.0679175528915072,1.390470235983767,1
-1.684552507693829,-1.2150031708229012,0
1.2497467108066516,-1.4503757095931895,1
-1.6976722043107295,-1.7233625556218417,0
-2.078269341199213,1.9532973814593122,0
2.0041864431321703,0.8221695019221744,1
-1.805290311242923,0.1966269668326741,0
-0.05874577720938445,2.673814448653723,1
-3.3922159196955204,-0.035686556736394204,0
-3.2502237267874885,0.6063333140079351,0
2.224507009487904,1.2543768858337305,1
-1.358857677813305,-2.002062194283659,0
-1.791978659888816,-1.058226391725272,0
0.5021169900826572,2.110539634096921,0
-1.5806534492208937,-1.3012506828909736,0
1.3335347714044123,-1.8741943971958976,1
0.8394258401542328,-2.055243305295589,1
0.7581463367613536,1.772067620464123,1
-1.3672897405394004,-1.4178907004596006,0
-1.3548271421463969,-2.2101782708105615,0
1.8041607363548537,1.249002544355677,1
-2.749912718729382,1.3360004745785987,0
-2.2497396973452193,2.0001937356531823,0
-2.8944608866831127,0.6336441049878252,0
1.6730173710179326,1.3115818504144348,1
1.3705880014157574,-1.791646682026201,1
0.9428720439458173,-2.5958099648576547,1
1.8614628058630445,-0.9483110703303924,1
0.5050688386708877,1.9323030166542872,1
-1.2665184114567944,2.37616242820493,0
-1.5396505670574905,-1.2804238725856472,0
-0.7863842028127564,2.271643241483846,0
-1.3783805193912304,-0.8958698333733291,0
-1.177621373779279,-1.4444893469426,0
0.6776111236241699,1.6808850444804238,1
2.6880982383995304,-0.21938290519779713,1
-1.0220877290352042,1.163127783922914,0
1.4551402902868922,-1.4394076044555963,1
-1.4857500733933815,-1.6695877314518788,0
-2.401451039699297,0.82774886454717,0
-1.0448664586574552,-1.9201052290596654,0
-1.548942396161479,-1.6523726586640266,0
-1.3397980738985624,-1.8003794345172512,0
-1.0406983059466737,1.6473292681350684,0
-1.1928826849747254,-1.174225499540683,0
-1.3158034290906728,1.3309475413891074,0
-3.0341495326465107,-0.21870697808150208,0
-1.6313874879735952,-0.8157504965615434,0
-2.874860834048812,0.09473660022188612,0
1.8352105643991348,-0.8596672911561318,1
-1.0153971716230945,1.8612724337196922,0
1.0596242722930775,1.9688361745685983,1
-1.4424281104905334,-1.0679484818906593,0
-0.45395648401072264,2.5826208764255085,0
-0.5954602805343779,1.6465049990674614,0
-1.6498765915349027,-1.2982411156765037,0
1.497934524026008,1.4462200580000784,1
0.644661224535489,2.6478310829155873,0
