A,B,C,D,E,X
-2.2077226713610516,-0.5294640460585254,-1.3461415320193688,2.1938441403301403,-0.2148610639468167,1
-0.26409528951804373,-1.1556353700070603,-0.9902072431085571,1.7336022300164102,-4.899120670903393,0
0.4586497768815405,1.3163225792285682,-0.3097273783754908,0.8812136277695247,3.4866339923509395,1
2.115342213240293,0.9753022671234252,-3.957179616290025,3.6970860427076655,2.8888975607307783,1
-1.6701034293173547,-0.07541867806275393,-3.941600715669515,3.7256568991956613,0.8037332786360285,1
2.3415846971480088,0.5765959652219921,-2.0126537072709074,-1.1175342353069708,-1.9113692880609985,2
0.6962070002698747,0.05763415750641898,-2.9795589510645986,3.695272603958397,3.2980548890168246,1
-0.28807358838371666,3.112178472125885,0.6322027615905421,-3.444698348747773,-0.8144976211907508,2
2.1214322781639625,0.6793738319814171,1.298040529789107,0.9640372883672059,-1.7724057262045871,0
0.40855610328239433,2.2816638861617795,1.8300538651095222,1.3619777497849384,-3.121468014992402,0
1.184395487250206,1.4358968716571354,1.3927972705648912,-1.7807949314666267,-2.2014511610754313,0
2.8642802345872402,2.5221289013398085,-2.498031912556325,1.2607732871961481,2.3849985731656176,1
1.3990235417578847,2.1137979975367562,0.829098713886574,-0.1479925744597792,2.222707264127555,1
3.0400952302892756,0.714113961414204,-3.208238874775989,0.4329207111097513,-3.217684222970745,2
1.3962532319978163,0.9792306378348834,1.5349383613299867,0.5641413171601779,-2.5499028898936578,0
3.473046650628351,0.28359551288864226,-1.9706081609788981,-2.7022439802931766,-1.9431115352367299,2
1.2629086792765167,1.0664158825076384,0.5255488230872691,0.9332515527027596,2.1409331950610673,1
1.7325675472541557,0.4235773679548447,-0.8426150054255768,1.6794715948861403,-0.7624506585983979,1
2.865504508301192,2.429230053259884,-0.021575542708409223,-0.5970315451146649,0.08746581390089236,0
-1.0409037270603525,0.8007148152348798,1.7415562800768338,2.816246162610304,0.23745608475324143,0
3.300938509953517,0.2660741939264968,0.5432487968564056,2.045608507138604,0.3179578862043564,0
0.9444830447394034,3.737588971285594,-1.8191238770984108,-0.8726087447243766,-1.1499314413720096,2
-0.5364108577214086,3.5126666977372976,-1.4589440875736266,0.6991749754900862,-1.7589177036040595,2
1.0687598187772127,0.6555356539991308,-1.2653227264158626,-0.3901073616883366,0.39081585410660535,2
1.2604701554266065,1.355794965167203,1.7952725201159287,-2.9395247018649613,-2.7206616509764165,0
0.21165757964790832,0.9193879078045561,1.6238250887328358,1.6473418649582101,-1.1626588285235868,0
