A,B,C,D,E,X
0.8483973370480233,2.572922666905302,0.8723582473493805,-1.6217584417771405,1.5700761432843362,1
-0.28543248130706744,2.725533068911848,0.3611891298119143,0.3406504311715661,-3.5600423284437737,0
2.91704387887242,-2.7064174663114766,-2.013584374491308,1.7837782756517484,0.8105016152218847,0
-2.5768683392297103,3.0408759700665646,-1.0480793455344861,-3.7652472309000453,3.5241985469689414,1
0.6771254112336326,0.5755405686276922,3.051631593402864,-3.825079559396003,-2.5995632530254387,1
-2.8054983123688126,1.4551224307392114,0.9929535701870194,-1.5320306881702863,1.0721195323489705,1
-1.702032217531553,2.5180063821403667,-0.23893317601652564,-0.6654864879411316,1.1705999077145104,1
0.15677295607202413,0.16938534327517596,0.8139368330223117,-0.5849873140545877,-1.5356641629921925,0
-1.270850880975542,2.919022621684077,-1.936382686697534,-3.483840563824783,3.9455325866013733,1
-2.0570216440178744,1.0393584220580623,-2.198770704853505,-2.899091488148555,2.3549926431526154,1
2.482107365604245,0.7992809351061482,1.6583100845774794,0.12003465828464921,-0.1950254516278207,0
-2.824937837123345,1.2921756083823785,1.4450136640739806,-2.774036834636071,2.3570530360641433,1
3.5913916347055896,-0.3153283679578296,2.5708000775541935,-2.0005996010153564,-0.6416554536477683,1
2.7785523627931004,2.7573652211204123,1.2722539742019676,0.3832488723727985,-0.8681066093314235,0
2.6995732397478482,-0.5379997799843204,2.6598807931835555,-1.7325825478509211,-0.5300562979471133,1
1.806267192622533,-1.753719211859669,-1.1542353783989552,2.131823568363046,0.5415733211646893,0
1.8932793414249276,1.1807092585456302,1.2902814001439848,0.15711184211577556,-1.3595880332201364,0
-0.1590825513043963,1.8685203584510952,0.973648796245183,-4.7349517369682985,-2.640861344937564,0
-1.8108190727513036,1.9412208598484673,-0.511236268371947,-1.7125552160927813,1.8886403048472338,1
2.955119317330954,1.0857086160722733,3.25023721780671,-0.8766427820187006,-1.2147338709430353,0
2.0860917065305657,1.4913038532604121,1.0394122195414517,-0.6433236761055389,1.3757401584099969,1
-1.1412134407996424,1.3624261528627428,-1.5300068964103246,-2.7695674957835887,2.872026119089149,1
0.9369505188775534,1.8904924445763405,1.3222105663654666,-1.5609657876866039,1.2562137252006393,1
1.326522021813012,2.0861419534107752,0.7713387797762324,-0.6482652805121479,1.4370747590620905,1
1.2482624662574149,-3.7662503896554793,-2.887020390379581,1.2816787089791242,1.0767347186968612,0
2.294563206669544,-3.554402034876643,-2.2042708982234416,2.0415004983088294,0.6108018120704949,0
3.7594009324793056,-1.0822528225279897,2.893855701366057,-1.309027114302495,0.1313065462358325,1
3.8958809312257476,3.3349295568591284,2.4187748413385135,-1.5605213014887858,-0.8904653884330255,0
